"","iter","types","value","split","site"
"401",1,"Eucalyptus jacksonii",0.74554140347961,"train","Giants"
"402",1,"Non-euc",0.664347880595439,"train","Giants"
"403",2,"Eucalyptus jacksonii",0.749592666084885,"train","Giants"
"404",2,"Non-euc",0.661437163481841,"train","Giants"
"405",3,"Eucalyptus jacksonii",0.747655124529034,"train","Giants"
"406",3,"Non-euc",0.667360872835726,"train","Giants"
"407",4,"Eucalyptus jacksonii",0.745693774933511,"train","Giants"
"408",4,"Non-euc",0.654225942250845,"train","Giants"
"409",5,"Eucalyptus jacksonii",0.746046566794105,"train","Giants"
"410",5,"Non-euc",0.665152060019003,"train","Giants"
"411",6,"Eucalyptus jacksonii",0.746850412788121,"train","Giants"
"412",6,"Non-euc",0.650868183857686,"train","Giants"
"413",7,"Eucalyptus jacksonii",0.744963084552305,"train","Giants"
"414",7,"Non-euc",0.659300933013091,"train","Giants"
"415",8,"Eucalyptus jacksonii",0.747851216201241,"train","Giants"
"416",8,"Non-euc",0.648904336465372,"train","Giants"
"417",9,"Eucalyptus jacksonii",0.736918564383865,"train","Giants"
"418",9,"Non-euc",0.647336392789274,"train","Giants"
"419",10,"Eucalyptus jacksonii",0.746612765264849,"train","Giants"
"420",10,"Non-euc",0.653935612858953,"train","Giants"
"421",11,"Eucalyptus jacksonii",0.74749755859375,"train","Giants"
"422",11,"Non-euc",0.646689750052787,"train","Giants"
"423",12,"Eucalyptus jacksonii",0.748571950493129,"train","Giants"
"424",12,"Non-euc",0.649785222233953,"train","Giants"
"425",13,"Eucalyptus jacksonii",0.74596258934508,"train","Giants"
"426",13,"Non-euc",0.635502170872044,"train","Giants"
"427",14,"Eucalyptus jacksonii",0.746593718833112,"train","Giants"
"428",14,"Non-euc",0.649109711518159,"train","Giants"
