"","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","site","range_ci","species_from","species_to","class_from","class_to","sig","region","region2"
"1511","Syncarpia glomulifera subsp glabra Suppressed","Eucalyptus grandis Suppressed",-0.284432342588417,-0.564003747354918,-0.00486093782191566,-0.289444015859814,-0.27942066931702,"Potential 1","Bruxner",0.559142809533002,"Syncarpia glomulifera subsp glabra","Eucalyptus grandis","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"1910","Non-euc Suppressed","Non-euc Suppressed",0.0396668442032822,-0.0851448946192911,0.164478583025856,0.0162597627188176,0.0630739256877469,"Potential 1","Bruxner",0.249623477645147,"Non-euc","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"2010","Syncarpia glomulifera subsp glabra Suppressed","Non-euc Suppressed",-0.0274757991490643,-0.0805770066664375,0.0256254083683088,-0.0294263123540381,-0.0255252859440905,"Potential 1","Bruxner",0.106202415034746,"Syncarpia glomulifera subsp glabra","Non-euc","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"2510","Syncarpia glomulifera subsp glabra Suppressed","Syncarpia glomulifera subsp glabra Suppressed",0.236198122158423,0.00194125841033371,0.470454985906513,0.226351541061425,0.246044703255421,"Potential 1","Bruxner",0.468513727496179,"Syncarpia glomulifera subsp glabra","Syncarpia glomulifera subsp glabra","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"1111","Eucalyptus coccifera Co/dominant","Eucalyptus coccifera Co/dominant",-0.579410937845237,-1.1271859465483,-0.0316359291421708,-0.593911073146841,-0.564910802543632,"Potential 1","MtField",1.09555001740613,"Eucalyptus coccifera","Eucalyptus coccifera","Co/dominant","Co/dominant",1,"S_TAS","TAS"
"2101","Eucalyptus delegatensis Co/dominant","Eucalyptus coccifera Co/dominant",-0.584217806493898,-1.02246306132218,-0.145972551665611,-0.592699961027088,-0.575735651960707,"Potential 1","MtField",0.876490509656573,"Eucalyptus delegatensis","Eucalyptus coccifera","Co/dominant","Co/dominant",1,"S_TAS","TAS"
"3710","Eucalyptus delegatensis Intermediate","Eucalyptus coccifera Co/dominant",0.0437653906403284,-0.496354675035794,0.583885456316451,0.0332457070881525,0.0542850741925044,"Potential 1","MtField",1.08024013135225,"Eucalyptus delegatensis","Eucalyptus coccifera","Intermediate","Co/dominant",NA,"S_TAS","TAS"
"4310","Eucalyptus delegatensis Suppressed","Eucalyptus coccifera Co/dominant",0.0664083373104523,-0.894229745179246,1.02704641980015,0.0543668979222984,0.0784497766986062,"Potential 1","MtField",1.9212761649794,"Eucalyptus delegatensis","Eucalyptus coccifera","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"531","Eucalyptus subcrenulata Suppressed","Eucalyptus coccifera Co/dominant",0.20549566338248,-0.101507427868422,0.512498754633382,0.199231138440505,0.211760188324455,"Potential 1","MtField",0.614006182501804,"Eucalyptus subcrenulata","Eucalyptus coccifera","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"621","Eucalyptus urnigera Suppressed","Eucalyptus coccifera Co/dominant",0.144406991577626,-0.201271746554841,0.490085729710093,0.13882194818135,0.149992034973902,"Potential 1","MtField",0.691357476264935,"Eucalyptus urnigera","Eucalyptus coccifera","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"711","Non-euc Suppressed","Eucalyptus coccifera Co/dominant",-0.0436192251060381,-0.168826931945294,0.0815884817332183,-0.0470823123120504,-0.0401561379000257,"Potential 1","MtField",0.250415413678513,"Non-euc","Eucalyptus coccifera","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"931","Eucalyptus delegatensis Co/dominant","Eucalyptus delegatensis Co/dominant",-0.647483522665319,-1.25285918348201,-0.0421078618486246,-0.663091577058341,-0.631875468272296,"Potential 1","MtField",1.21075132163339,"Eucalyptus delegatensis","Eucalyptus delegatensis","Co/dominant","Co/dominant",1,"S_TAS","TAS"
"1021","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Co/dominant",0.0225123417431093,-0.408676654899432,0.45370133838565,0.0109375852364762,0.0340870982497423,"Potential 1","MtField",0.862377993285082,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Co/dominant",NA,"S_TAS","TAS"
"1121","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Co/dominant",0.62076109046008,-0.145738804813995,1.38726098573415,0.602959081189503,0.638563099730656,"Potential 1","MtField",1.53299979054815,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"1211","Eucalyptus subcrenulata Suppressed","Eucalyptus delegatensis Co/dominant",0.205215387910844,-0.0898057309209573,0.500236506742645,0.198566256462562,0.211864519359127,"Potential 1","MtField",0.590042237663603,"Eucalyptus subcrenulata","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"1321","Eucalyptus urnigera Suppressed","Eucalyptus delegatensis Co/dominant",0.163667633714147,-0.169784476599682,0.497119744027976,0.157977835414162,0.169357432014131,"Potential 1","MtField",0.666904220627658,"Eucalyptus urnigera","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"1411","Non-euc Suppressed","Eucalyptus delegatensis Co/dominant",-0.0336064532756399,-0.16366901916381,0.0964561126125306,-0.0372459240490379,-0.0299669825022419,"Potential 1","MtField",0.260125131776341,"Non-euc","Eucalyptus delegatensis","Suppressed","Co/dominant",NA,"S_TAS","TAS"
"1711","Eucalyptus delegatensis Intermediate","Eucalyptus delegatensis Intermediate",-0.511478905583781,-1.37981421881337,0.356856407645812,-0.527968722090766,-0.494989089076797,"Potential 1","MtField",1.73667062645919,"Eucalyptus delegatensis","Eucalyptus delegatensis","Intermediate","Intermediate",NA,"S_TAS","TAS"
"1811","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Intermediate",1.02186851131066,-0.180620486692181,2.2243575093135,1.00115237735565,1.04258464526568,"Potential 1","MtField",2.40497799600568,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"S_TAS","TAS"
"1911","Eucalyptus subcrenulata Suppressed","Eucalyptus delegatensis Intermediate",0.126904409378063,-0.273716464592949,0.527525283349075,0.118769973135622,0.135038845620503,"Potential 1","MtField",0.801241747942024,"Eucalyptus subcrenulata","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"S_TAS","TAS"
"2011","Eucalyptus urnigera Suppressed","Eucalyptus delegatensis Intermediate",-0.20357032969582,-0.680881853087445,0.273741193695805,-0.212720290713985,-0.194420368677654,"Potential 1","MtField",0.95462304678325,"Eucalyptus urnigera","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"S_TAS","TAS"
"2111","Non-euc Suppressed","Eucalyptus delegatensis Intermediate",0.14970570143616,-0.0564666862310518,0.355878089103371,0.145400357274111,0.154011045598209,"Potential 1","MtField",0.412344775334423,"Non-euc","Eucalyptus delegatensis","Suppressed","Intermediate",NA,"S_TAS","TAS"
"2511","Eucalyptus delegatensis Suppressed","Eucalyptus delegatensis Suppressed",-1.40862597768951,-3.49820557968692,0.6809536243079,-1.4373716434902,-1.37988031188882,"Potential 1","MtField",4.17915920399482,"Eucalyptus delegatensis","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"S_TAS","TAS"
"2611","Eucalyptus subcrenulata Suppressed","Eucalyptus delegatensis Suppressed",0.0427850358758851,-0.377119592755923,0.462689664507693,0.0328842680844068,0.0526858036673635,"Potential 1","MtField",0.839809257263616,"Eucalyptus subcrenulata","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"S_TAS","TAS"
"2710","Eucalyptus urnigera Suppressed","Eucalyptus delegatensis Suppressed",0.0362753754009139,-0.707595183073521,0.780145933875349,0.0271417564261818,0.0454089943756461,"Potential 1","MtField",1.48774111694887,"Eucalyptus urnigera","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"S_TAS","TAS"
"2810","Non-euc Suppressed","Eucalyptus delegatensis Suppressed",-0.0978774758508011,-0.314234260865226,0.118479309163624,-0.102688622125546,-0.093066329576056,"Potential 1","MtField",0.43271357002885,"Non-euc","Eucalyptus delegatensis","Suppressed","Suppressed",NA,"S_TAS","TAS"
"3310","Eucalyptus subcrenulata Suppressed","Eucalyptus subcrenulata Suppressed",0.0256456730707088,-0.190414643077821,0.241705989219238,0.0189525867061259,0.0323387594352917,"Potential 1","MtField",0.432120632297059,"Eucalyptus subcrenulata","Eucalyptus subcrenulata","Suppressed","Suppressed",NA,"S_TAS","TAS"
"3410","Eucalyptus urnigera Suppressed","Eucalyptus subcrenulata Suppressed",-0.127319085479422,-0.334214684261555,0.0795765133027108,-0.131096243847835,-0.12354192711101,"Potential 1","MtField",0.413791197564266,"Eucalyptus urnigera","Eucalyptus subcrenulata","Suppressed","Suppressed",NA,"S_TAS","TAS"
"3510","Non-euc Suppressed","Eucalyptus subcrenulata Suppressed",0.0285492612752919,-0.0577806726046732,0.114879195155257,0.0247531600574728,0.0323453624931111,"Potential 1","MtField",0.17265986775993,"Non-euc","Eucalyptus subcrenulata","Suppressed","Suppressed",NA,"S_TAS","TAS"
"4111","Eucalyptus urnigera Suppressed","Eucalyptus urnigera Suppressed",0.0187984406416373,-0.312987901956581,0.350584783239856,0.013131947574605,0.0244649337086696,"Potential 1","MtField",0.663572685196437,"Eucalyptus urnigera","Eucalyptus urnigera","Suppressed","Suppressed",NA,"S_TAS","TAS"
"4210","Non-euc Suppressed","Eucalyptus urnigera Suppressed",-0.0124391688252079,-0.0991428588155804,0.0742645211651646,-0.0149344177124582,-0.00994391993795754,"Potential 1","MtField",0.173407379980745,"Non-euc","Eucalyptus urnigera","Suppressed","Suppressed",NA,"S_TAS","TAS"
"4910","Non-euc Suppressed","Non-euc Suppressed",0.146064961737829,0.0182428736829198,0.273887049792739,0.130725422854454,0.161404500621204,"Potential 1","MtField",0.255644176109819,"Non-euc","Non-euc","Suppressed","Suppressed",1,"S_TAS","TAS"
"1131","Eucalyptus microcorys Suppressed","Eucalyptus microcorys Suppressed",0.14049163591469,-0.0908417637294421,0.371825035558821,0.13382246488129,0.147160806948089,"Potential 1","A-Tree",0.462666799288263,"Eucalyptus microcorys","Eucalyptus microcorys","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"2121","Eucalyptus pilularis Co/dominant","Eucalyptus microcorys Suppressed",0.0183563569979181,-0.134634408004178,0.171347122000014,0.0151108390324374,0.0216018749633988,"Potential 1","A-Tree",0.305981530004191,"Eucalyptus pilularis","Eucalyptus microcorys","Co/dominant","Suppressed",NA,"N_NSW","N_AUS"
"3810","Eucalyptus pilularis Intermediate","Eucalyptus microcorys Suppressed",-0.109997726016642,-0.339596285120462,0.119600833087179,-0.116076833295835,-0.103918618737448,"Potential 1","A-Tree",0.459197118207641,"Eucalyptus pilularis","Eucalyptus microcorys","Intermediate","Suppressed",NA,"N_NSW","N_AUS"
"4410","Eucalyptus pilularis Suppressed","Eucalyptus microcorys Suppressed",0.136873580991569,-0.026182369433775,0.299929531416913,0.132024153787688,0.14172300819545,"Potential 1","A-Tree",0.326111900850688,"Eucalyptus pilularis","Eucalyptus microcorys","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"541","Non-euc Suppressed","Eucalyptus microcorys Suppressed",-0.0605081117464101,-0.139559146669463,0.0185429231766422,-0.0629532433621548,-0.0580629801306655,"Potential 1","A-Tree",0.158102069846105,"Non-euc","Eucalyptus microcorys","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"721","Eucalyptus pilularis Co/dominant","Eucalyptus pilularis Co/dominant",0.0450280196658364,-0.1378461308967,0.227902170228373,0.0401867983850685,0.0498692409466043,"Potential 1","A-Tree",0.365748301125073,"Eucalyptus pilularis","Eucalyptus pilularis","Co/dominant","Co/dominant",NA,"N_NSW","N_AUS"
"821","Eucalyptus pilularis Intermediate","Eucalyptus pilularis Co/dominant",-0.0484491842590462,-0.23968470125214,0.142786332734048,-0.0522336818994805,-0.0446646866186119,"Potential 1","A-Tree",0.382471033986188,"Eucalyptus pilularis","Eucalyptus pilularis","Intermediate","Co/dominant",NA,"N_NSW","N_AUS"
"941","Eucalyptus pilularis Suppressed","Eucalyptus pilularis Co/dominant",-0.0447988616413839,-0.193531634715789,0.103933911433021,-0.0481562788231679,-0.0414414444595999,"Potential 1","A-Tree",0.29746554614881,"Eucalyptus pilularis","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"1031","Non-euc Suppressed","Eucalyptus pilularis Co/dominant",-0.0244469933878742,-0.104925836168805,0.0560318493930571,-0.0272566925241164,-0.0216372942516319,"Potential 1","A-Tree",0.160957685561863,"Non-euc","Eucalyptus pilularis","Suppressed","Co/dominant",NA,"N_NSW","N_AUS"
"1331","Eucalyptus pilularis Intermediate","Eucalyptus pilularis Intermediate",-0.118344528116602,-0.485138398582574,0.24844934234937,-0.130251552959584,-0.106437503273621,"Potential 1","A-Tree",0.733587740931944,"Eucalyptus pilularis","Eucalyptus pilularis","Intermediate","Intermediate",NA,"N_NSW","N_AUS"
"1421","Eucalyptus pilularis Suppressed","Eucalyptus pilularis Intermediate",0.27085603039441,0.0532498140868003,0.488462246702019,0.262889306283632,0.278822754505187,"Potential 1","A-Tree",0.435212432615219,"Eucalyptus pilularis","Eucalyptus pilularis","Suppressed","Intermediate",1,"N_NSW","N_AUS"
"1521","Non-euc Suppressed","Eucalyptus pilularis Intermediate",-0.0472758024898024,-0.162068975835866,0.0675173708562612,-0.0512113395637449,-0.0433402654158598,"Potential 1","A-Tree",0.229586346692127,"Non-euc","Eucalyptus pilularis","Suppressed","Intermediate",NA,"N_NSW","N_AUS"
"1921","Eucalyptus pilularis Suppressed","Eucalyptus pilularis Suppressed",0.408379165584659,0.23465441272856,0.582103918440759,0.397389961927024,0.419368369242295,"Potential 1","A-Tree",0.347449505712199,"Eucalyptus pilularis","Eucalyptus pilularis","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"2021","Non-euc Suppressed","Eucalyptus pilularis Suppressed",0.0586228565898795,-0.0295007088923648,0.146746422072124,0.0547154416817893,0.0625302714979697,"Potential 1","A-Tree",0.176247130964489,"Non-euc","Eucalyptus pilularis","Suppressed","Suppressed",NA,"N_NSW","N_AUS"
"2521","Non-euc Suppressed","Non-euc Suppressed",0.144647030699716,0.0227345785153355,0.266559482884096,0.13444110594958,0.154852955449851,"Potential 1","A-Tree",0.24382490436876,"Non-euc","Non-euc","Suppressed","Suppressed",1,"N_NSW","N_AUS"
"1141","Eucalyptus fastigata Suppressed","Eucalyptus fastigata Suppressed",0.328625828747307,0.165287280238493,0.491964377256121,0.318161022594285,0.33909063490033,"Potential 1","WogWay",0.326677097017628,"Eucalyptus fastigata","Eucalyptus fastigata","Suppressed","Suppressed",1,"SE_NSW","SE_AUS"
"2131","Eucalyptus obliqua Co/dominant","Eucalyptus fastigata Suppressed",-0.455977566355246,-1.00405673283087,0.0921016001203811,-0.466353888763253,-0.44560124394724,"Potential 1","WogWay",1.09615833295125,"Eucalyptus obliqua","Eucalyptus fastigata","Co/dominant","Suppressed",NA,"SE_NSW","SE_AUS"
"3910","Eucalyptus viminalis Co/dominant","Eucalyptus fastigata Suppressed",-0.281449737799909,-0.49658103801024,-0.0663184375895774,-0.286553347138464,-0.276346128461353,"Potential 1","WogWay",0.430262600420663,"Eucalyptus viminalis","Eucalyptus fastigata","Co/dominant","Suppressed",1,"SE_NSW","SE_AUS"
"4510","Eucalyptus viminalis Suppressed","Eucalyptus fastigata Suppressed",-0.0112417021175098,-0.119907115372761,0.0974237111377412,-0.0147782623357782,-0.00770514189924137,"Potential 1","WogWay",0.217330826510502,"Eucalyptus viminalis","Eucalyptus fastigata","Suppressed","Suppressed",NA,"SE_NSW","SE_AUS"
"551","Non-euc Suppressed","Eucalyptus fastigata Suppressed",0.0517880231356115,-0.148044207063072,0.251620253334295,0.0487017065746681,0.0548743396965549,"Potential 1","WogWay",0.399664460397366,"Non-euc","Eucalyptus fastigata","Suppressed","Suppressed",NA,"SE_NSW","SE_AUS"
"731","Eucalyptus obliqua Co/dominant","Eucalyptus obliqua Co/dominant",-0.134375187667579,-1.08061176166135,0.811861386326191,-0.148478759481222,-0.120271615853937,"Potential 1","WogWay",1.89247314798754,"Eucalyptus obliqua","Eucalyptus obliqua","Co/dominant","Co/dominant",NA,"SE_NSW","SE_AUS"
"831","Eucalyptus viminalis Co/dominant","Eucalyptus obliqua Co/dominant",-1.26780033629581,-2.26887829148264,-0.266722381108992,-1.28714352977388,-1.24845714281775,"Potential 1","WogWay",2.00215591037364,"Eucalyptus viminalis","Eucalyptus obliqua","Co/dominant","Co/dominant",1,"SE_NSW","SE_AUS"
"951","Eucalyptus viminalis Suppressed","Eucalyptus obliqua Co/dominant",0.184171245267079,-0.161737089738098,0.530079580272256,0.178211346912587,0.190131143621571,"Potential 1","WogWay",0.691816670010354,"Eucalyptus viminalis","Eucalyptus obliqua","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"1041","Non-euc Suppressed","Eucalyptus obliqua Co/dominant",0.421759332218614,-0.289889427570516,1.13340809200774,0.410603297436759,0.432915367000469,"Potential 1","WogWay",1.42329751957826,"Non-euc","Eucalyptus obliqua","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"1341","Eucalyptus viminalis Co/dominant","Eucalyptus viminalis Co/dominant",-0.405064220960226,-0.939175513150002,0.129047071229549,-0.417541596141689,-0.392586845778764,"Potential 1","WogWay",1.06822258437955,"Eucalyptus viminalis","Eucalyptus viminalis","Co/dominant","Co/dominant",NA,"SE_NSW","SE_AUS"
"1431","Eucalyptus viminalis Suppressed","Eucalyptus viminalis Co/dominant",0.146566611843286,-0.0644252377448574,0.357558461431429,0.142839805772606,0.150293417913966,"Potential 1","WogWay",0.421983699176286,"Eucalyptus viminalis","Eucalyptus viminalis","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"1531","Non-euc Suppressed","Eucalyptus viminalis Co/dominant",0.0167977116335136,-0.367144438174682,0.400739861441709,0.0120919998679302,0.021503423399097,"Potential 1","WogWay",0.767884299616391,"Non-euc","Eucalyptus viminalis","Suppressed","Co/dominant",NA,"SE_NSW","SE_AUS"
"1931","Eucalyptus viminalis Suppressed","Eucalyptus viminalis Suppressed",0.420654029205906,0.29854049179219,0.542767566619622,0.410405170837745,0.430902887574067,"Potential 1","WogWay",0.244227074827433,"Eucalyptus viminalis","Eucalyptus viminalis","Suppressed","Suppressed",1,"SE_NSW","SE_AUS"
"2031","Non-euc Suppressed","Eucalyptus viminalis Suppressed",-0.273928342346636,-0.508001541501324,-0.0398551431919474,-0.278788332851308,-0.269068351841963,"Potential 1","WogWay",0.468146398309377,"Non-euc","Eucalyptus viminalis","Suppressed","Suppressed",1,"SE_NSW","SE_AUS"
