"","iter","types","value","split","site"
"244",2,"Eucalyptus diversicolor Co/dominant",0.663690185546875,"train","Collins"
"245",2,"Eucalyptus diversicolor Suppressed",0.657645089285714,"train","Collins"
"246",2,"Non-euc Suppressed",0.78521728515625,"train","Collins"
"247",3,"Eucalyptus diversicolor Co/dominant",0.644732666015625,"train","Collins"
"248",3,"Eucalyptus diversicolor Suppressed",0.632831682477679,"train","Collins"
"249",3,"Non-euc Suppressed",0.7960693359375,"train","Collins"
"250",4,"Eucalyptus diversicolor Co/dominant",0.6119873046875,"train","Collins"
"251",4,"Eucalyptus diversicolor Suppressed",0.621175711495536,"train","Collins"
"252",4,"Non-euc Suppressed",0.76038818359375,"train","Collins"
"253",5,"Eucalyptus diversicolor Co/dominant",0.651617431640625,"train","Collins"
"254",5,"Eucalyptus diversicolor Suppressed",0.62476806640625,"train","Collins"
"255",5,"Non-euc Suppressed",0.65140380859375,"train","Collins"
"256",6,"Eucalyptus diversicolor Co/dominant",0.693319702148438,"train","Collins"
"257",6,"Eucalyptus diversicolor Suppressed",0.642253766741071,"train","Collins"
"258",6,"Non-euc Suppressed",0.750076293945312,"train","Collins"
"259",7,"Eucalyptus diversicolor Co/dominant",0.65938720703125,"train","Collins"
"260",7,"Eucalyptus diversicolor Suppressed",0.628981236049107,"train","Collins"
"261",7,"Non-euc Suppressed",0.712640380859375,"train","Collins"
"262",8,"Eucalyptus diversicolor Co/dominant",0.662155151367188,"train","Collins"
"263",8,"Eucalyptus diversicolor Suppressed",0.643087332589286,"train","Collins"
"264",8,"Non-euc Suppressed",0.670452880859375,"train","Collins"
"265",9,"Eucalyptus diversicolor Co/dominant",0.587979125976563,"train","Collins"
"266",9,"Eucalyptus diversicolor Suppressed",0.679696219308036,"train","Collins"
"267",9,"Non-euc Suppressed",0.739117431640625,"train","Collins"
"268",10,"Eucalyptus diversicolor Co/dominant",0.677096557617187,"train","Collins"
"269",10,"Eucalyptus diversicolor Suppressed",0.6550048828125,"train","Collins"
"270",10,"Non-euc Suppressed",0.762896728515625,"train","Collins"
"271",11,"Eucalyptus diversicolor Co/dominant",0.629833984375,"train","Collins"
"272",11,"Eucalyptus diversicolor Suppressed",0.630990164620536,"train","Collins"
"273",11,"Non-euc Suppressed",0.7293701171875,"train","Collins"
"274",12,"Eucalyptus diversicolor Co/dominant",0.638540649414063,"train","Collins"
"275",12,"Eucalyptus diversicolor Suppressed",0.673282296316964,"train","Collins"
