,from,to,alpha,lo,hi,lo_numerical,hi_numerical,Potential,site,range_ci,size_from,size_to,species_from,species_to,size_int,georegion,region,sig,class_from,class_to,class_int
95,Trymalium odoratissimum small,Trymalium odoratissimum small,0.338884157,0.087082924,0.590685389,0.329337202,0.348431112,Potential 1,Dombakup,0.503602465,small,small,Trymalium odoratissimum,Trymalium odoratissimum,small_small,N_WA,WA,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
96,Acacia melanoxylon large,Acacia melanoxylon large,-0.428328833,-1.171083644,0.314425978,-0.43719883,-0.419458836,Potential 1,Dip,1.485509623,large,large,Acacia melanoxylon,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
97,Acacia melanoxylon small,Acacia melanoxylon large,0.328813865,-0.224669052,0.882296782,0.323048879,0.334578852,Potential 1,Dip,1.106965834,small,large,Acacia melanoxylon,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
98,Eucalyptus obliqua large,Acacia melanoxylon large,-0.511725569,-1.308701611,0.285250473,-0.519737535,-0.503713604,Potential 1,Dip,1.593952084,large,large,Eucalyptus obliqua,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
99,Eucalyptus obliqua small,Acacia melanoxylon large,-0.473297058,-0.972464092,0.025869976,-0.479349104,-0.467245012,Potential 1,Dip,0.998334068,small,large,Eucalyptus obliqua,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
100,Olearia argophylla small,Acacia melanoxylon large,0.212621399,-0.371221658,0.796464456,0.204476306,0.220766492,Potential 1,Dip,1.167686114,small,large,Olearia argophylla,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
101,Pomaderris apetala large,Acacia melanoxylon large,0.187240493,-0.138527583,0.513008568,0.179906026,0.19457496,Potential 1,Dip,0.65153615,large,large,Pomaderris apetala,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
102,Pomaderris apetala small,Acacia melanoxylon large,-0.02772997,-0.153050335,0.097590396,-0.030947412,-0.024512528,Potential 1,Dip,0.250640731,small,large,Pomaderris apetala,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
103,Acacia melanoxylon small,Acacia melanoxylon small,-0.314959498,-0.797616989,0.167697993,-0.321484107,-0.308434889,Potential 1,Dip,0.965314982,small,small,Acacia melanoxylon,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
104,Eucalyptus obliqua large,Acacia melanoxylon small,0.456308198,-0.235998953,1.148615349,0.447624507,0.464991889,Potential 1,Dip,1.384614302,large,small,Eucalyptus obliqua,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
105,Eucalyptus obliqua small,Acacia melanoxylon small,0.093598851,-0.257327371,0.444525072,0.089910864,0.097286837,Potential 1,Dip,0.701852443,small,small,Eucalyptus obliqua,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
106,Olearia argophylla small,Acacia melanoxylon small,-0.147136135,-0.62016766,0.32589539,-0.153815319,-0.140456951,Potential 1,Dip,0.946063049,small,small,Olearia argophylla,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
107,Pomaderris apetala large,Acacia melanoxylon small,-0.271671685,-0.547862884,0.004519514,-0.276389171,-0.266954199,Potential 1,Dip,0.552382398,large,small,Pomaderris apetala,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
108,Pomaderris apetala small,Acacia melanoxylon small,-0.010289203,-0.112046617,0.091468211,-0.012433411,-0.008144995,Potential 1,Dip,0.203514828,small,small,Pomaderris apetala,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
109,Eucalyptus obliqua large,Eucalyptus obliqua large,-0.912887107,-2.20557929,0.379805076,-0.931696173,-0.89407804,Potential 1,Dip,2.585384366,large,large,Eucalyptus obliqua,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
110,Eucalyptus obliqua small,Eucalyptus obliqua large,-0.129789173,-0.688920308,0.429341962,-0.136315427,-0.123262919,Potential 1,Dip,1.11826227,small,large,Eucalyptus obliqua,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
111,Olearia argophylla small,Eucalyptus obliqua large,0.751301307,-0.248924934,1.751527548,0.73651641,0.766086203,Potential 1,Dip,2.000452482,small,large,Olearia argophylla,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
112,Pomaderris apetala large,Eucalyptus obliqua large,0.103522202,-0.353382891,0.560427294,0.095477154,0.111567249,Potential 1,Dip,0.913810185,large,large,Pomaderris apetala,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
113,Pomaderris apetala small,Eucalyptus obliqua large,0.097871885,-0.049851456,0.245595226,0.094534921,0.101208849,Potential 1,Dip,0.295446682,small,large,Pomaderris apetala,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
114,Eucalyptus obliqua small,Eucalyptus obliqua small,-0.159645555,-0.590686278,0.271395169,-0.16520322,-0.15408789,Potential 1,Dip,0.862081447,small,small,Eucalyptus obliqua,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
115,Olearia argophylla small,Eucalyptus obliqua small,0.12586356,-0.302805092,0.554532211,0.119436813,0.132290306,Potential 1,Dip,0.857337304,small,small,Olearia argophylla,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
116,Pomaderris apetala large,Eucalyptus obliqua small,0.025949316,-0.220219672,0.272118304,0.0212943,0.030604332,Potential 1,Dip,0.492337976,large,small,Pomaderris apetala,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
117,Pomaderris apetala small,Eucalyptus obliqua small,-0.001942769,-0.08879121,0.084905671,-0.003794426,-9.11E-05,Potential 1,Dip,0.17369688,small,small,Pomaderris apetala,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
118,Olearia argophylla small,Olearia argophylla small,-0.197106885,-1.167981315,0.773767545,-0.213544815,-0.180668955,Potential 1,Dip,1.94174886,small,small,Olearia argophylla,Olearia argophylla,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
119,Pomaderris apetala large,Olearia argophylla small,0.143913878,-0.162394346,0.450222103,0.136102383,0.151725374,Potential 1,Dip,0.612616449,large,small,Pomaderris apetala,Olearia argophylla,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
120,Pomaderris apetala small,Olearia argophylla small,-0.18426307,-0.31925115,-0.04927499,-0.188417124,-0.180109016,Potential 1,Dip,0.26997616,small,small,Pomaderris apetala,Olearia argophylla,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
121,Pomaderris apetala large,Pomaderris apetala large,0.061358428,-0.18468347,0.307400326,0.052965995,0.069750861,Potential 1,Dip,0.492083796,large,large,Pomaderris apetala,Pomaderris apetala,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
122,Pomaderris apetala small,Pomaderris apetala large,0.117430705,0.040296502,0.194564908,0.113700142,0.121161268,Potential 1,Dip,0.154268406,small,large,Pomaderris apetala,Pomaderris apetala,small_large,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
123,Pomaderris apetala small,Pomaderris apetala small,0.512654011,0.413244983,0.612063038,0.492626834,0.532681188,Potential 1,Dip,0.198818055,small,small,Pomaderris apetala,Pomaderris apetala,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
124,Acacia melanoxylon large,Acacia melanoxylon large,-0.058125098,-0.331617466,0.215367271,-0.063175855,-0.05307434,Potential 1,Weld,0.546984737,large,large,Acacia melanoxylon,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
125,Acacia melanoxylon small,Acacia melanoxylon large,0.062320915,-0.058674929,0.183316759,0.059258658,0.065383171,Potential 1,Weld,0.241991688,small,large,Acacia melanoxylon,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
126,Eucalyptus obliqua small,Acacia melanoxylon large,0.170289692,-0.264515517,0.605094902,0.165002959,0.175576426,Potential 1,Weld,0.869610419,small,large,Eucalyptus obliqua,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
127,Eucalyptus regnans large,Acacia melanoxylon large,-0.045672201,-0.321238825,0.229894424,-0.049623059,-0.041721342,Potential 1,Weld,0.551133249,large,large,Eucalyptus regnans,Acacia melanoxylon,large_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
128,Eucalyptus regnans small,Acacia melanoxylon large,-0.233960565,-0.541574496,0.073653366,-0.237946105,-0.229975025,Potential 1,Weld,0.615227862,small,large,Eucalyptus regnans,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
129,Pomaderris apetala small,Acacia melanoxylon large,0.033032312,-0.094698279,0.160762903,0.029858546,0.036206078,Potential 1,Weld,0.255461182,small,large,Pomaderris apetala,Acacia melanoxylon,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
130,Acacia melanoxylon small,Acacia melanoxylon small,0.353092805,0.199444844,0.506740766,0.344349925,0.361835685,Potential 1,Weld,0.307295922,small,small,Acacia melanoxylon,Acacia melanoxylon,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
131,Eucalyptus obliqua small,Acacia melanoxylon small,-0.130407313,-0.318848989,0.058034364,-0.13402258,-0.126792045,Potential 1,Weld,0.376883353,small,small,Eucalyptus obliqua,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
132,Eucalyptus regnans large,Acacia melanoxylon small,0.083596374,-0.077843468,0.245036217,0.080375161,0.086817588,Potential 1,Weld,0.322879686,large,small,Eucalyptus regnans,Acacia melanoxylon,large_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
133,Eucalyptus regnans small,Acacia melanoxylon small,0.001661874,-0.158673941,0.161997689,-0.001263153,0.0045869,Potential 1,Weld,0.32067163,small,small,Eucalyptus regnans,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Canopy,Canopy_Subcanopy
134,Pomaderris apetala small,Acacia melanoxylon small,-0.034344478,-0.104566959,0.035878003,-0.038501758,-0.030187198,Potential 1,Weld,0.140444962,small,small,Pomaderris apetala,Acacia melanoxylon,small_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
135,Eucalyptus obliqua small,Eucalyptus obliqua small,-0.034170969,-1.067296127,0.998954188,-0.046514996,-0.021826943,Potential 1,Weld,2.066250314,small,small,Eucalyptus obliqua,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
136,Eucalyptus regnans large,Eucalyptus obliqua small,0.270831705,-0.39195891,0.93362232,0.264202054,0.277461355,Potential 1,Weld,1.32558123,large,small,Eucalyptus regnans,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
137,Eucalyptus regnans small,Eucalyptus obliqua small,0.459244287,-0.388712723,1.307201298,0.447617918,0.470870657,Potential 1,Weld,1.695914021,small,small,Eucalyptus regnans,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
138,Pomaderris apetala small,Eucalyptus obliqua small,-0.07929756,-0.486954431,0.328359311,-0.085329987,-0.073265132,Potential 1,Weld,0.815313742,small,small,Pomaderris apetala,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
139,Eucalyptus regnans large,Eucalyptus regnans large,-0.197301027,-0.804824565,0.41022251,-0.203982587,-0.190619468,Potential 1,Weld,1.215047074,large,large,Eucalyptus regnans,Eucalyptus regnans,large_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
140,Eucalyptus regnans small,Eucalyptus regnans large,0.197014061,-0.209992055,0.604020177,0.191393528,0.202634594,Potential 1,Weld,0.814012232,small,large,Eucalyptus regnans,Eucalyptus regnans,small_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
141,Pomaderris apetala small,Eucalyptus regnans large,0.055556453,-0.139703319,0.250816226,0.052982883,0.058130023,Potential 1,Weld,0.390519545,small,large,Pomaderris apetala,Eucalyptus regnans,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
142,Eucalyptus regnans small,Eucalyptus regnans small,-0.223610265,-0.8722368,0.425016269,-0.233334756,-0.213885775,Potential 1,Weld,1.297253069,small,small,Eucalyptus regnans,Eucalyptus regnans,small_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
143,Pomaderris apetala small,Eucalyptus regnans small,0.084358677,-0.102376776,0.27109413,0.080292077,0.088425278,Potential 1,Weld,0.373470907,small,small,Pomaderris apetala,Eucalyptus regnans,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
144,Pomaderris apetala small,Pomaderris apetala small,0.603037127,0.388941653,0.817132601,0.584651954,0.6214223,Potential 1,Weld,0.428190948,small,small,Pomaderris apetala,Pomaderris apetala,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
145,Eucalyptus obliqua large,Eucalyptus obliqua large,-0.57225736,-0.970842859,-0.173671861,-0.584649528,-0.559865193,Potential 1,ZigZag,0.797170998,large,large,Eucalyptus obliqua,Eucalyptus obliqua,large_large,o_TAS,TAS,1,Canopy,Canopy,Canopy_Canopy
146,Eucalyptus obliqua small,Eucalyptus obliqua large,-0.130524147,-0.321086181,0.060037888,-0.136032582,-0.125015712,Potential 1,ZigZag,0.381124069,small,large,Eucalyptus obliqua,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
147,Nematolepis squamea large,Eucalyptus obliqua large,0.255614899,-0.113762295,0.624992094,0.247601881,0.263627917,Potential 1,ZigZag,0.738754389,large,large,Nematolepis squamea,Eucalyptus obliqua,large_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
148,Nematolepis squamea small,Eucalyptus obliqua large,0.155991853,0.023117792,0.288865914,0.150910122,0.161073584,Potential 1,ZigZag,0.265748121,small,large,Nematolepis squamea,Eucalyptus obliqua,small_large,o_TAS,TAS,1,Canopy,Subcanopy,Subcanopy_Canopy
149,Pomaderris apetala large,Eucalyptus obliqua large,-0.217172324,-0.423511253,-0.010833394,-0.223046661,-0.211297987,Potential 1,ZigZag,0.412677859,large,large,Pomaderris apetala,Eucalyptus obliqua,large_large,o_TAS,TAS,1,Canopy,Subcanopy,Subcanopy_Canopy
150,Pomaderris apetala small,Eucalyptus obliqua large,0.080035255,-0.018537967,0.178608477,0.076878206,0.083192304,Potential 1,ZigZag,0.197146444,small,large,Pomaderris apetala,Eucalyptus obliqua,small_large,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
151,Eucalyptus obliqua small,Eucalyptus obliqua small,0.113317514,-0.053285456,0.279920484,0.105325543,0.121309485,Potential 1,ZigZag,0.33320594,small,small,Eucalyptus obliqua,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Canopy,Canopy_Canopy
152,Nematolepis squamea large,Eucalyptus obliqua small,0.171676652,-0.029286889,0.372640194,0.166458609,0.176894695,Potential 1,ZigZag,0.401927083,large,small,Nematolepis squamea,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
153,Nematolepis squamea small,Eucalyptus obliqua small,0.124135463,0.025589798,0.222681127,0.119453828,0.128817097,Potential 1,ZigZag,0.197091329,small,small,Nematolepis squamea,Eucalyptus obliqua,small_small,o_TAS,TAS,1,Canopy,Subcanopy,Subcanopy_Canopy
154,Pomaderris apetala large,Eucalyptus obliqua small,-0.09194028,-0.22009208,0.03621152,-0.095725472,-0.088155088,Potential 1,ZigZag,0.256303599,large,small,Pomaderris apetala,Eucalyptus obliqua,large_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
155,Pomaderris apetala small,Eucalyptus obliqua small,0.062822174,-0.001465439,0.127109786,0.059877553,0.065766794,Potential 1,ZigZag,0.128575225,small,small,Pomaderris apetala,Eucalyptus obliqua,small_small,o_TAS,TAS,NA,Canopy,Subcanopy,Subcanopy_Canopy
156,Nematolepis squamea large,Nematolepis squamea large,-0.403018798,-0.777077884,-0.028959712,-0.410584316,-0.39545328,Potential 1,ZigZag,0.748118171,large,large,Nematolepis squamea,Nematolepis squamea,large_large,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
157,Nematolepis squamea small,Nematolepis squamea large,-0.103121202,-0.251858357,0.045615953,-0.10716931,-0.099073094,Potential 1,ZigZag,0.297474311,small,large,Nematolepis squamea,Nematolepis squamea,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
158,Pomaderris apetala large,Nematolepis squamea large,0.071248318,-0.160931161,0.303427798,0.066210067,0.076286569,Potential 1,ZigZag,0.464358959,large,large,Pomaderris apetala,Nematolepis squamea,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
159,Pomaderris apetala small,Nematolepis squamea large,-0.096032303,-0.206289093,0.014224487,-0.098988296,-0.09307631,Potential 1,ZigZag,0.220513581,small,large,Pomaderris apetala,Nematolepis squamea,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
160,Nematolepis squamea small,Nematolepis squamea small,0.179151411,0.018261021,0.340041802,0.163345221,0.194957602,Potential 1,ZigZag,0.321780781,small,small,Nematolepis squamea,Nematolepis squamea,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
161,Pomaderris apetala large,Nematolepis squamea small,-0.04899891,-0.158901045,0.060903225,-0.052949434,-0.045048385,Potential 1,ZigZag,0.21980427,large,small,Pomaderris apetala,Nematolepis squamea,large_small,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
162,Pomaderris apetala small,Nematolepis squamea small,-0.11521442,-0.164355274,-0.066073565,-0.118760051,-0.111668788,Potential 1,ZigZag,0.098281709,small,small,Pomaderris apetala,Nematolepis squamea,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
163,Pomaderris apetala large,Pomaderris apetala large,-0.059220001,-0.379591145,0.261151144,-0.071243286,-0.047196715,Potential 1,ZigZag,0.640742289,large,large,Pomaderris apetala,Pomaderris apetala,large_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
164,Pomaderris apetala small,Pomaderris apetala large,0.058500768,-0.005060545,0.12206208,0.056010579,0.060990957,Potential 1,ZigZag,0.127122625,small,large,Pomaderris apetala,Pomaderris apetala,small_large,o_TAS,TAS,NA,Subcanopy,Subcanopy,Subcanopy_Subcanopy
165,Pomaderris apetala small,Pomaderris apetala small,0.293834274,0.185021489,0.402647059,0.275062303,0.312606245,Potential 1,ZigZag,0.21762557,small,small,Pomaderris apetala,Pomaderris apetala,small_small,o_TAS,TAS,1,Subcanopy,Subcanopy,Subcanopy_Subcanopy
166,Eucalyptus cypellocarpa large,Eucalyptus cypellocarpa large,-0.271952911,-0.79811525,0.254209427,-0.279559488,-0.264346334,Potential 1,Newline,1.052324676,large,large,Eucalyptus cypellocarpa,Eucalyptus cypellocarpa,large_large,S_NSW,SE_AUS,NA,Canopy,Canopy,Canopy_Canopy
167,Eucalyptus cypellocarpa small,Eucalyptus cypellocarpa large,0.009085815,-0.236422055,0.254593685,0.004437874,0.013733755,Potential 1,Newline,0.49101574,small,large,Eucalyptus cypellocarpa,Eucalyptus cypellocarpa,small_large,S_NSW,SE_AUS,NA,Canopy,Canopy,Canopy_Canopy
168,Eucalyptus fastigata large,Eucalyptus cypellocarpa large,-0.235930553,-0.467247075,-0.004614031,-0.239915516,-0.231945589,Potential 1,Newline,0.462633044,large,large,Eucalyptus fastigata,Eucalyptus cypellocarpa,large_large,S_NSW,SE_AUS,1,Canopy,Canopy,Canopy_Canopy
169,Eucalyptus fastigata small,Eucalyptus cypellocarpa large,0.197937467,-0.05108554,0.446960474,0.193111835,0.202763099,Potential 1,Newline,0.498046014,small,large,Eucalyptus fastigata,Eucalyptus cypellocarpa,small_large,S_NSW,SE_AUS,NA,Canopy,Canopy,Canopy_Canopy
170,Eucalyptus obliqua large,Eucalyptus cypellocarpa large,-0.264036388,-0.700974785,0.17290201,-0.270652081,-0.257420694,Potential 1,Newline,0.873876795,large,large,Eucalyptus obliqua,Eucalyptus cypellocarpa,large_large,S_NSW,SE_AUS,NA,Canopy,Canopy,Canopy_Canopy
