"","site","from","to","alpha","lo","hi","lo_numerical","hi_numerical","Potential","class_from","class_to","species_from","species_to","range_ci","region","sig"
"612","Newline","Eucalyptus Suppressed","Eucalyptus Intermediate",-0.0070996154866487,-0.0859718375763925,0.0717726066030951,-0.00882572720290609,-0.0053735037703913,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.157744444179488,"SE_NSW",NA
"95","Newline","Eucalyptus Suppressed","Eucalyptus Suppressed",0.241530565795547,0.13713610655099,0.345925025040104,0.233834790819295,0.249226340771799,"Potential 1","Suppressed","Suppressed","Eucalyptus","Eucalyptus",0.208788918489114,"SE_NSW",1
"129","WaratahMix","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.485672956670403,-0.861909357982846,-0.10943655535796,-0.496881274951778,-0.474464638389027,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.752472802624886,"SE_NSW",1
"214","WaratahMix","Eucalyptus Intermediate","Eucalyptus Co/dominant",0.175668943907798,-0.163894084337862,0.515231972153459,0.169234383678015,0.182103504137582,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.679126056491321,"SE_NSW",NA
"313","WaratahMix","Eucalyptus Suppressed","Eucalyptus Co/dominant",-0.124240449177539,-0.220081613170938,-0.0283992851841409,-0.127377170719039,-0.121103727636039,"Potential 1","Suppressed","Co/dominant","Eucalyptus","Eucalyptus",0.191682327986797,"SE_NSW",1
"56","WaratahMix","Eucalyptus Intermediate","Eucalyptus Intermediate",-0.400042462953081,-1.23554400857283,0.435459082666669,-0.40841013029538,-0.391674795610782,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",1.6710030912395,"SE_NSW",NA
"613","WaratahMix","Eucalyptus Suppressed","Eucalyptus Intermediate",0.063060493848403,-0.114481689308121,0.240602677004927,0.0603072769754323,0.0658137107213737,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.355084366313048,"SE_NSW",NA
"96","WaratahMix","Eucalyptus Suppressed","Eucalyptus Suppressed",0.0795317470113158,-0.066739633928401,0.225803127951033,0.07008120201372,0.0889822920089116,"Potential 1","Suppressed","Suppressed","Eucalyptus","Eucalyptus",0.292542761879434,"SE_NSW",NA
"130","WogWay","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.585216219248457,-1.12722947148222,-0.0432029670146908,-0.597018353630924,-0.57341408486599,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",1.08402650446753,"SE_NSW",1
"215","WogWay","Eucalyptus Intermediate","Eucalyptus Co/dominant",0.191014601540729,-0.360599165868474,0.742628368949932,0.183785799682982,0.198243403398476,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",1.10322753481841,"SE_NSW",NA
"314","WogWay","Eucalyptus Suppressed","Eucalyptus Co/dominant",0.0581780366107453,-0.0613212756156164,0.177677348837107,0.0559699945737814,0.0603860786477091,"Potential 1","Suppressed","Co/dominant","Eucalyptus","Eucalyptus",0.238998624452723,"SE_NSW",NA
"48","WogWay","Non-euc Suppressed","Eucalyptus Co/dominant",0.195229906491914,-0.189126317622697,0.579586130606526,0.188667740559045,0.201792072424783,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.768712448229223,"SE_NSW",NA
"614","WogWay","Eucalyptus Intermediate","Eucalyptus Intermediate",-0.214884169594272,-1.02335887163103,0.593590532442486,-0.221204107842302,-0.208564231346242,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",1.61694940407352,"SE_NSW",NA
"77","WogWay","Eucalyptus Suppressed","Eucalyptus Intermediate",-0.0743392513966138,-0.204721511515888,0.0560430087226606,-0.0761125063779381,-0.0725659964152894,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.260764520238549,"SE_NSW",NA
"88","WogWay","Non-euc Suppressed","Eucalyptus Intermediate",-0.0695313226197135,-0.505314324904481,0.366251679665054,-0.0741031674017889,-0.0649594778376381,"Potential 1","Suppressed","Intermediate","Non-euc","Eucalyptus",0.871566004569534,"SE_NSW",NA
"1111","WogWay","Eucalyptus Suppressed","Eucalyptus Suppressed",0.342796138172571,0.246742080077948,0.438850196267195,0.335307354749458,0.350284921595684,"Potential 1","Suppressed","Suppressed","Eucalyptus","Eucalyptus",0.192108116189247,"SE_NSW",1
"1210","WogWay","Non-euc Suppressed","Eucalyptus Suppressed",-0.153201525926664,-0.282327564391662,-0.0240754874616669,-0.155902871626711,-0.150500180226618,"Potential 1","Suppressed","Suppressed","Non-euc","Eucalyptus",0.258252076929995,"SE_NSW",1
"168","WogWay","Non-euc Suppressed","Non-euc Suppressed",0.348353722293261,-0.0136322256197689,0.710339670206291,0.339451614194232,0.35725583039229,"Potential 1","Suppressed","Suppressed","Non-euc","Non-euc",0.723971895826059,"SE_NSW",NA
"131","Goodenia","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.818192296629723,-1.45983883220018,-0.176545761059267,-0.833270092710257,-0.803114500549189,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",1.28329307114091,"SE_NSW",1
"216","Goodenia","Eucalyptus Intermediate","Eucalyptus Co/dominant",0.401099566560565,-0.0521644296293344,0.854363562750465,0.394081581877897,0.408117551243234,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.906527992379799,"SE_NSW",NA
"315","Goodenia","Eucalyptus Suppressed","Eucalyptus Co/dominant",-0.165082609697005,-0.407979451391428,0.0778142319974185,-0.169854684678377,-0.160310534715633,"Potential 1","Suppressed","Co/dominant","Eucalyptus","Eucalyptus",0.485793683388847,"SE_NSW",NA
"49","Goodenia","Non-euc Suppressed","Eucalyptus Co/dominant",0.0943839358149047,-0.139914309675908,0.328682181305717,0.089417912484864,0.0993499591449453,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.468596490981626,"SE_NSW",NA
"615","Goodenia","Eucalyptus Intermediate","Eucalyptus Intermediate",0.106476026888644,-0.34302558300565,0.555977636782938,0.100438637826659,0.11251341595063,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",0.899003219788588,"SE_NSW",NA
"78","Goodenia","Eucalyptus Suppressed","Eucalyptus Intermediate",0.0837265570600407,-0.158178961146187,0.325632075266269,0.0803572815503523,0.087095832569729,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.483811036412456,"SE_NSW",NA
"89","Goodenia","Non-euc Suppressed","Eucalyptus Intermediate",-0.23558205940875,-0.480974749328929,0.00981063051142919,-0.238926344341258,-0.232237774476242,"Potential 1","Suppressed","Intermediate","Non-euc","Eucalyptus",0.490785379840358,"SE_NSW",NA
"1112","Goodenia","Eucalyptus Suppressed","Eucalyptus Suppressed",0.192373322351038,-0.0370703822332769,0.421817026935353,0.186233231938573,0.198513412763503,"Potential 1","Suppressed","Suppressed","Eucalyptus","Eucalyptus",0.45888740916863,"SE_NSW",NA
"1211","Goodenia","Non-euc Suppressed","Eucalyptus Suppressed",-0.106993604606254,-0.267678232157882,0.0536910229453747,-0.109538654620341,-0.104448554592166,"Potential 1","Suppressed","Suppressed","Non-euc","Eucalyptus",0.321369255103257,"SE_NSW",NA
"169","Goodenia","Non-euc Suppressed","Non-euc Suppressed",0.209007829201037,-0.0027145118222679,0.420730170224342,0.202600623264964,0.21541503513711,"Potential 1","Suppressed","Suppressed","Non-euc","Non-euc",0.42344468204661,"SE_NSW",NA
"132","Candelo","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.320066855023036,-0.634954302423045,-0.00517940762302788,-0.328969050917386,-0.311164659128687,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.629774894800017,"SE_NSW",1
"217","Candelo","Eucalyptus Intermediate","Eucalyptus Co/dominant",-0.0335869272669378,-0.309062742471686,0.24188888793781,-0.0381377461099245,-0.0290361084239511,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.550951630409496,"SE_NSW",NA
"316","Candelo","Eucalyptus Suppressed","Eucalyptus Co/dominant",0.0096599261400087,-0.141117731664627,0.160437583944644,0.00608237723974817,0.0132374750402692,"Potential 1","Suppressed","Co/dominant","Eucalyptus","Eucalyptus",0.301555315609272,"SE_NSW",NA
"57","Candelo","Eucalyptus Intermediate","Eucalyptus Intermediate",0.257833068941341,-0.0238594400047999,0.539525577887483,0.24681597338866,0.268850164494022,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",0.563385017892283,"SE_NSW",NA
"616","Candelo","Eucalyptus Suppressed","Eucalyptus Intermediate",0.10286843892352,-0.0516899445464124,0.257426822393453,0.0964100294536755,0.109326848393365,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.309116766939866,"SE_NSW",NA
"97","Candelo","Eucalyptus Suppressed","Eucalyptus Suppressed",0.289168437250589,0.169460422322705,0.408876452178473,0.280213465607448,0.29812340889373,"Potential 1","Suppressed","Suppressed","Eucalyptus","Eucalyptus",0.239416029855767,"SE_NSW",1
"133","ANU101","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.422674910520763,-0.711724445207952,-0.133625375833574,-0.435670555702625,-0.409679265338902,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.578099069374378,"SE_VIC",1
"218","ANU101","Eucalyptus Intermediate","Eucalyptus Co/dominant",-0.0756903794237709,-0.236523294642256,0.0851425357947147,-0.0803540739265474,-0.0710266849209943,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.321665830436971,"SE_VIC",NA
"317","ANU101","Non-euc Suppressed","Eucalyptus Co/dominant",-0.0700539571532682,-0.188728834198759,0.0486209198922224,-0.0742035125005802,-0.0659044018059562,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.237349754090981,"SE_VIC",NA
"58","ANU101","Eucalyptus Intermediate","Eucalyptus Intermediate",0.0490278567456975,-0.189196023828346,0.287251737319741,0.0426591987296879,0.055396514761707,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",0.476447761148087,"SE_VIC",NA
"617","ANU101","Non-euc Suppressed","Eucalyptus Intermediate",-0.132326463822128,-0.238197837069571,-0.026455090574685,-0.134971279829243,-0.129681647815013,"Potential 1","Suppressed","Intermediate","Non-euc","Eucalyptus",0.211742746494886,"SE_VIC",1
"98","ANU101","Non-euc Suppressed","Non-euc Suppressed",0.173666372774506,0.0354339497052994,0.311898795843713,0.165607698508369,0.181725047040644,"Potential 1","Suppressed","Suppressed","Non-euc","Non-euc",0.276464846138414,"SE_VIC",1
"134","Ada Tree","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.638677111775298,-1.01227262403113,-0.265081599519465,-0.65053744689247,-0.626816776658126,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.747191024511666,"SE_VIC",1
"219","Ada Tree","Eucalyptus Intermediate","Eucalyptus Co/dominant",-0.0958417558130769,-0.353313944972163,0.16163043334601,-0.101591235280909,-0.0900922763452443,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.514944378318173,"SE_VIC",NA
"318","Ada Tree","Eucalyptus Suppressed","Eucalyptus Co/dominant",-0.130292154630633,-0.419044118273757,0.158459809012491,-0.136479832934397,-0.124104476326868,"Potential 1","Suppressed","Co/dominant","Eucalyptus","Eucalyptus",0.577503927286248,"SE_VIC",NA
"410","Ada Tree","Non-euc Suppressed","Eucalyptus Co/dominant",0.122217321022311,-0.01944244166357,0.263877083708193,0.117231838572868,0.127202803471754,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.283319525371763,"SE_VIC",NA
"618","Ada Tree","Eucalyptus Intermediate","Eucalyptus Intermediate",-0.230498569734095,-0.534736095356334,0.0737389558881447,-0.236739573204209,-0.224257566263981,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",0.608475051244479,"SE_VIC",NA
"79","Ada Tree","Eucalyptus Suppressed","Eucalyptus Intermediate",-0.253033889469624,-0.515447035971461,0.00937925703221348,-0.257235612909208,-0.24883216603004,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.524826293003675,"SE_VIC",NA
"810","Ada Tree","Non-euc Suppressed","Eucalyptus Intermediate",0.0387083665973715,-0.0825781298880212,0.159994863082764,0.0356889864914994,0.0417277467032436,"Potential 1","Suppressed","Intermediate","Non-euc","Eucalyptus",0.242572992970785,"SE_VIC",NA
"1113","Ada Tree","Eucalyptus Suppressed","Eucalyptus Suppressed",-0.242489727919945,-0.68007782751427,0.195098371674381,-0.249297281205073,-0.235682174634816,"Potential 1","Suppressed","Suppressed","Eucalyptus","Eucalyptus",0.875176199188651,"SE_VIC",NA
"1212","Ada Tree","Non-euc Suppressed","Eucalyptus Suppressed",0.0977626418587474,-0.0490863092407637,0.244611592958258,0.0943527056947273,0.101172578022767,"Potential 1","Suppressed","Suppressed","Non-euc","Eucalyptus",0.293697902199022,"SE_VIC",NA
"1610","Ada Tree","Non-euc Suppressed","Non-euc Suppressed",-0.0141448119649928,-0.177988928304747,0.149699304374761,-0.0260302055862049,-0.00225941834378073,"Potential 1","Suppressed","Suppressed","Non-euc","Non-euc",0.327688232679508,"SE_VIC",NA
"135","Weeaproinah","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.78652966092614,-1.12866549167327,-0.444393830179016,-0.809402845487402,-0.763656476364879,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.684271661494249,"SE_VIC",1
"220","Weeaproinah","Eucalyptus Intermediate","Eucalyptus Co/dominant",-0.0857989296722041,-0.349398484773231,0.177800625428823,-0.0961553232917595,-0.0754425360526488,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.527199110202054,"SE_VIC",NA
"319","Weeaproinah","Eucalyptus Suppressed","Eucalyptus Co/dominant",0.0480425207321344,-0.122897311830351,0.21898235329462,0.0438267925076319,0.0522582489566369,"Potential 1","Suppressed","Co/dominant","Eucalyptus","Eucalyptus",0.341879665124971,"SE_VIC",NA
"411","Weeaproinah","Non-euc Suppressed","Eucalyptus Co/dominant",0.0448702109268813,-0.0391790085592927,0.128919430413055,0.0407423668670839,0.0489980549866787,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.168098438972348,"SE_VIC",NA
"619","Weeaproinah","Eucalyptus Intermediate","Eucalyptus Intermediate",-0.424260437491495,-0.824265291754137,-0.0242555832288534,-0.436400549685128,-0.412120325297862,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",0.800009708525284,"SE_VIC",1
"710","Weeaproinah","Eucalyptus Suppressed","Eucalyptus Intermediate",-0.0784140396872255,-0.257125283490488,0.100297204116037,-0.0817851904115512,-0.0750428889628999,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.357422487606524,"SE_VIC",NA
"811","Weeaproinah","Non-euc Suppressed","Eucalyptus Intermediate",0.0187517531922326,-0.0568738902026283,0.0943773965870936,0.0163699769526825,0.0211335294317827,"Potential 1","Suppressed","Intermediate","Non-euc","Eucalyptus",0.151251286789722,"SE_VIC",NA
"1114","Weeaproinah","Eucalyptus Suppressed","Eucalyptus Suppressed",0.157208112394738,-0.00691951561266821,0.321335740402144,0.151491535043831,0.162924689745644,"Potential 1","Suppressed","Suppressed","Eucalyptus","Eucalyptus",0.328255256014812,"SE_VIC",NA
"1213","Weeaproinah","Non-euc Suppressed","Eucalyptus Suppressed",0.00172849682737099,-0.0382928253376304,0.0417498189923724,0.000134642081588234,0.00332235157315374,"Potential 1","Suppressed","Suppressed","Non-euc","Eucalyptus",0.0800426443300028,"SE_VIC",NA
"1611","Weeaproinah","Non-euc Suppressed","Non-euc Suppressed",0.189741152585106,0.0880264679356262,0.291455837234586,0.172689797130139,0.206792508040073,"Potential 1","Suppressed","Suppressed","Non-euc","Non-euc",0.20342936929896,"SE_VIC",1
"136","ANU363","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.695238362221204,-1.04146407115784,-0.349012653284568,-0.713118051300543,-0.677358673141865,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.692451417873272,"SE_VIC",1
"222","ANU363","Eucalyptus Intermediate","Eucalyptus Co/dominant",-0.162554540067798,-0.350748949064306,0.025639868928711,-0.167383194456229,-0.157725885679366,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.376388817993017,"SE_VIC",NA
"412","ANU363","Eucalyptus Intermediate","Eucalyptus Intermediate",0.174047427774345,-0.0913250309904015,0.439419886539092,0.169485105003371,0.178609750545319,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",0.530744917529493,"SE_VIC",NA
"137","ANU589","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.506715808148658,-0.852147641920006,-0.16128397437731,-0.520093162468869,-0.493338453828447,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.690863667542697,"SE_VIC",1
"223","ANU589","Eucalyptus Intermediate","Eucalyptus Co/dominant",-0.136669419462577,-0.386523003310435,0.113184164385281,-0.143449709063749,-0.129889129861405,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.499707167695716,"SE_VIC",NA
"320","ANU589","Eucalyptus Suppressed","Eucalyptus Co/dominant",0.191695041193113,-0.132180112837471,0.515570195223696,0.185940379579913,0.197449702806313,"Potential 1","Suppressed","Co/dominant","Eucalyptus","Eucalyptus",0.647750308061166,"SE_VIC",NA
"413","ANU589","Non-euc Suppressed","Eucalyptus Co/dominant",-0.0552404741164223,-0.153849694572938,0.0433687463400938,-0.0585005791264902,-0.0519803691063543,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.197218440913032,"SE_VIC",NA
"620","ANU589","Eucalyptus Intermediate","Eucalyptus Intermediate",-0.413358763263777,-0.929240042287784,0.10252251576023,-0.423374246757581,-0.403343279769973,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",1.03176255804801,"SE_VIC",NA
"711","ANU589","Eucalyptus Suppressed","Eucalyptus Intermediate",0.422515062580814,-0.0527658082440181,0.897795933405647,0.416167485049883,0.428862640111746,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.950561741649665,"SE_VIC",NA
"812","ANU589","Non-euc Suppressed","Eucalyptus Intermediate",-0.25063248374432,-0.433869426176889,-0.067395541311751,-0.255084017522936,-0.246180949965704,"Potential 1","Suppressed","Intermediate","Non-euc","Eucalyptus",0.366473884865138,"SE_VIC",1
"1115","ANU589","Eucalyptus Suppressed","Eucalyptus Suppressed",-0.484750262903781,-1.21187878368246,0.2423782578749,-0.492753634717306,-0.476746891090255,"Potential 1","Suppressed","Suppressed","Eucalyptus","Eucalyptus",1.45425704155736,"SE_VIC",NA
"1214","ANU589","Non-euc Suppressed","Eucalyptus Suppressed",0.0113961109937515,-0.159530939480223,0.182323161467726,0.00853954640238565,0.0142526755851174,"Potential 1","Suppressed","Suppressed","Non-euc","Eucalyptus",0.341854100947948,"SE_VIC",NA
"1612","ANU589","Non-euc Suppressed","Non-euc Suppressed",0.183813139929976,0.0401817542465377,0.327444525613415,0.174425366289611,0.193200913570342,"Potential 1","Suppressed","Suppressed","Non-euc","Non-euc",0.287262771366877,"SE_VIC",1
"138","Turtons","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.398775731466317,-0.833420967212263,0.0358695042796291,-0.406618807861066,-0.390932655071567,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.869290471491892,"SE_VIC",NA
"224","Turtons","Eucalyptus Intermediate","Eucalyptus Co/dominant",-0.138138711243631,-0.637922311064314,0.361644888577052,-0.144897396129105,-0.131380026358156,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.999567199641366,"SE_VIC",NA
"321","Turtons","Non-euc Suppressed","Eucalyptus Co/dominant",0.0443893159678933,-0.0411279703370891,0.129906602272876,0.0416451568114232,0.0471334751243635,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.171034572609965,"SE_VIC",NA
"59","Turtons","Eucalyptus Intermediate","Eucalyptus Intermediate",-0.849773114928701,-1.83808074002839,0.138534510170991,-0.855514573494693,-0.844031656362709,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",1.97661525019938,"SE_VIC",NA
"621","Turtons","Non-euc Suppressed","Eucalyptus Intermediate",0.0160957918354323,-0.108126003905867,0.140317587576732,0.0132704663034988,0.0189211173673658,"Potential 1","Suppressed","Intermediate","Non-euc","Eucalyptus",0.248443591482598,"SE_VIC",NA
"99","Turtons","Non-euc Suppressed","Non-euc Suppressed",0.145911771625596,0.035273987891156,0.256549555360037,0.132106988231966,0.159716555019227,"Potential 1","Suppressed","Suppressed","Non-euc","Non-euc",0.221275567468881,"SE_VIC",1
"139","Lardner","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.220237523456121,-0.415441077085522,-0.0250339698267204,-0.227826179920545,-0.212648866991697,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.390407107258802,"SE_VIC",1
"225","Lardner","Eucalyptus Intermediate","Eucalyptus Co/dominant",0.0308318543490183,-0.169650559359606,0.231314268057643,0.0267660244371554,0.0348976842608811,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.400964827417249,"SE_VIC",NA
"322","Lardner","Non-euc Suppressed","Eucalyptus Co/dominant",-0.0322792081611291,-0.120652372444133,0.0560939561218749,-0.0363883603999061,-0.0281700559223522,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.176746328566008,"SE_VIC",NA
"510","Lardner","Eucalyptus Intermediate","Eucalyptus Intermediate",-0.0896854734373966,-0.682898882775508,0.503527935900715,-0.0960203120603489,-0.0833506348144442,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",1.18642681867622,"SE_VIC",NA
"622","Lardner","Non-euc Suppressed","Eucalyptus Intermediate",0.0450290948129452,-0.0925253883743667,0.182583578000257,0.0414941101526094,0.048564079473281,"Potential 1","Suppressed","Intermediate","Non-euc","Eucalyptus",0.275108966374624,"SE_VIC",NA
"910","Lardner","Non-euc Suppressed","Non-euc Suppressed",-0.181424571370769,-0.352202849642501,-0.0106462930990381,-0.197898093327265,-0.164951049414273,"Potential 1","Suppressed","Suppressed","Non-euc","Non-euc",0.341556556543463,"SE_VIC",1
"140","HardyCreek","Eucalyptus Co/dominant","Eucalyptus Co/dominant",-0.287169580399304,-0.549354371140971,-0.0249847896576379,-0.295978192498779,-0.27836096829983,"Potential 1","Co/dominant","Co/dominant","Eucalyptus","Eucalyptus",0.524369581483333,"SE_VIC",1
"226","HardyCreek","Eucalyptus Intermediate","Eucalyptus Co/dominant",-0.121914420368847,-0.291650201922837,0.047821361185143,-0.125598435846878,-0.118230404890817,"Potential 1","Intermediate","Co/dominant","Eucalyptus","Eucalyptus",0.33947156310798,"SE_VIC",NA
"323","HardyCreek","Eucalyptus Suppressed","Eucalyptus Co/dominant",-0.0959841254191754,-0.325178259128109,0.133210008289759,-0.0997110547590912,-0.0922571960792597,"Potential 1","Suppressed","Co/dominant","Eucalyptus","Eucalyptus",0.458388267417868,"SE_VIC",NA
"414","HardyCreek","Non-euc Suppressed","Eucalyptus Co/dominant",0.0152850812654587,-0.163188687427078,0.193758849957995,0.0114550707104393,0.0191150918204781,"Potential 1","Suppressed","Co/dominant","Non-euc","Eucalyptus",0.356947537385073,"SE_VIC",NA
"623","HardyCreek","Eucalyptus Intermediate","Eucalyptus Intermediate",0.145695761309751,-0.136230273668293,0.427621796287796,0.139815216351812,0.15157630626769,"Potential 1","Intermediate","Intermediate","Eucalyptus","Eucalyptus",0.563852069956089,"SE_VIC",NA
"712","HardyCreek","Eucalyptus Suppressed","Eucalyptus Intermediate",0.124796429441354,-0.0982858954635124,0.34787875434622,0.120839309438018,0.12875354944469,"Potential 1","Suppressed","Intermediate","Eucalyptus","Eucalyptus",0.446164649809732,"SE_VIC",NA
